category,subcategory,year,nwoundus,nkilledter,nwoundedter,nattacks
Country,France,1980,0,2,0,94
Country,France,1981,0,0,2,66
Country,France,1982,0,0,0,62
Country,France,1983,1,2,0,121
Country,France,1984,0,0,0,145
Country,France,1985,0,0,0,106
Country,France,1986,0,5,0,95
Country,France,1987,0,0,0,87
Country,France,1988,0,0,0,54
Country,France,1989,0,0,0,25
Country,France,1990,0,0,0,30
Country,France,1991,0,0,0,137
Country,France,1992,0,0,0,126
Country,France,1994,0,1,0,97
Country,France,1995,0,0,0,71
Country,France,1996,0,0,0,270
Country,France,1997,0,0,0,130
Country,France,1998,0,0,0,12
Country,France,1999,0,0,0,46
Country,France,2000,0,0,0,28
Country,France,2001,1,0,0,21
Country,France,2002,0,0,0,32
Country,France,2003,0,0,0,34
Country,France,2004,0,0,0,11
Country,France,2005,0,0,0,33
Country,France,2006,0,1,0,34
Country,France,2007,0,0,0,16
Country,France,2008,0,0,0,13
Country,France,2009,0,0,0,9
Country,France,2010,0,0,0,3
Country,France,2011,0,0,0,8
Country,France,2012,0,0,1,66
Country,France,2013,0,0,0,18
Country,France,2014,0,1,0,14
Country,France,2015,1,10,0,37
Country,France,2016,1,5,1,26
Country,France,2017,0,4,2,41
Country,French Guiana,1983,0,0,0,3
Country,French Guiana,1996,0,0,0,2
Country,French Guiana,1997,0,0,0,2
Country,French Polynesia,1995,0,0,0,3
Country,Gabon,1979,0,0,0,1
Country,Gabon,1994,0,0,0,1
Country,Gabon,1996,0,0,0,1
Country,Gabon,1997,0,0,0,1
Country,Gabon,2017,0,0,0,4
Country,Gambia,1994,0,0,0,1
Country,Gambia,1995,0,0,0,1
Country,Gambia,2000,0,0,0,1
Country,Georgia,1991,0,0,0,3
Country,Georgia,1992,0,0,0,39
Country,Georgia,1994,0,0,0,18
Country,Georgia,1995,0,0,0,17
Country,Georgia,1996,0,0,0,3
Country,Georgia,1997,0,0,0,6
Country,Georgia,1998,0,0,0,12
Country,Georgia,1999,0,0,0,7
Country,Georgia,2000,0,0,0,7
Country,Georgia,2001,0,1,1,4
Country,Georgia,2002,0,0,0,2
Country,Georgia,2003,0,0,0,6
Country,Georgia,2004,0,0,0,3
Country,Georgia,2005,0,4,0,6
Country,Georgia,2006,0,0,0,3
Country,Georgia,2008,0,0,0,33
Country,Georgia,2009,0,0,0,25
Country,Georgia,2010,0,0,0,7
Country,Georgia,2011,0,0,0,3
Country,Georgia,2012,0,0,0,3
Country,Georgia,2013,0,0,0,2
Country,Georgia,2014,0,0,0,2
Country,Georgia,2015,0,0,0,1
Country,Georgia,2016,0,1,0,4
Country,Georgia,2017,0,0,0,1
Country,Germany,1990,0,0,0,1
Country,Germany,1991,1,0,0,65
Country,Germany,1992,0,0,0,156
Country,Germany,1994,0,0,0,79
Country,Germany,1995,0,1,0,147
Country,Germany,1996,0,0,0,52
Country,Germany,1997,0,0,0,12
Country,Germany,1998,0,0,0,6
Country,Germany,1999,0,3,16,13
Country,Germany,2000,0,0,0,8
Country,Germany,2001,0,0,0,8
Country,Germany,2002,0,0,0,3
Country,Germany,2003,0,0,0,2
Country,Germany,2004,0,0,0,3
Country,Germany,2005,0,0,0,3
Country,Germany,2006,0,0,0,4
Country,Germany,2007,0,0,0,3
Country,Germany,2008,0,0,0,3
Country,Germany,2009,0,0,0,4
Country,Germany,2010,0,0,0,1
Country,Germany,2011,2,0,0,8
Country,Germany,2012,0,0,0,5
Country,Germany,2014,0,0,0,13
Country,Germany,2015,0,1,0,65
Country,Germany,2016,2,3,1,44
Country,Germany,2017,0,0,2,27
Country,Ghana,1987,0,0,0,1
Country,Ghana,1992,0,0,0,8
Country,Ghana,1994,0,0,0,4
Country,Ghana,1995,0,0,0,1
Country,Ghana,1996,0,0,0,2
Country,Ghana,1997,0,0,0,1
Country,Ghana,2014,0,0,0,1
Country,Ghana,2016,0,0,0,1
Country,Greece,1970,0,2,0,3
Country,Greece,1971,0,0,0,1
Country,Greece,1972,0,0,0,2
Country,Greece,1973,0,0,0,11
Country,Greece,1974,0,2,0,6
Country,Greece,1975,0,0,0,4
Country,Greece,1976,0,7,0,21
Country,Greece,1977,0,0,0,47
Country,Greece,1978,0,0,0,39
Country,Greece,1979,0,0,0,9
Country,Greece,1980,0,0,0,15
Country,Greece,1981,0,0,0,20
Country,Greece,1982,0,1,0,19
Country,Greece,1983,0,0,0,11
Country,Greece,1984,0,0,0,28
Country,Greece,1985,2,1,2,35
Country,Greece,1986,5,0,0,41
Country,Greece,1987,22,0,0,26
Country,Greece,1988,4,0,0,38
Country,Greece,1989,0,1,0,50
Country,Greece,1990,0,0,0,55
Country,Greece,1991,0,0,0,57
Country,Greece,1992,0,0,0,35
Country,Greece,1994,0,0,0,42
Country,Greece,1995,0,0,0,8
Country,Greece,1996,0,0,0,20
Country,Greece,1997,0,0,0,21
Country,Greece,1998,0,0,0,28
Country,Greece,1999,0,0,0,35
Country,Greece,2000,0,0,0,28
Country,Greece,2001,0,0,0,14
Country,Greece,2002,0,0,0,11
Country,Greece,2003,0,0,0,12
Country,Greece,2004,0,0,0,4
Country,Greece,2005,0,0,2,6
Country,Greece,2006,0,0,0,23
Country,Greece,2007,0,0,0,15
Country,Greece,2008,0,0,0,53
Country,Greece,2009,0,0,0,115
Country,Greece,2010,0,0,0,49
Country,Greece,2011,0,0,0,11
Country,Greece,2012,0,0,1,22
Country,Greece,2013,0,0,0,54
Country,Greece,2014,0,0,0,26
Country,Greece,2015,0,0,0,31
Country,Greece,2016,0,0,0,31
Country,Greece,2017,0,0,0,43
Country,Grenada,1980,0,1,0,4
Country,Grenada,1983,0,0,0,1
Country,Guadeloupe,1980,0,0,0,9
Country,Guadeloupe,1981,0,0,0,1
Country,Guadeloupe,1983,0,0,0,17
Country,Guadeloupe,1984,0,0,0,14
Country,Guadeloupe,1985,0,0,0,9
Country,Guadeloupe,1986,0,0,0,1
Country,Guadeloupe,1988,0,0,0,4
Country,Guadeloupe,1991,0,0,0,1
Country,Guatemala,1970,0,0,0,4
Country,Guatemala,1971,0,0,0,1
Country,Guatemala,1974,0,0,0,1
Country,Guatemala,1975,0,0,0,5
Country,Guatemala,1976,0,0,0,13
Country,Guatemala,1977,0,0,0,8
Country,Guatemala,1978,0,1,0,29
Country,Guatemala,1979,0,0,0,60
Country,Guatemala,1980,0,19,0,281
Country,Guatemala,1981,1,5,0,399
Country,Guatemala,1982,0,2,0,354
Country,Guatemala,1983,0,6,0,117
Country,Guatemala,1984,0,3,0,74
Country,Guatemala,1985,0,0,0,63
Country,Guatemala,1986,0,0,0,31
Country,Guatemala,1987,0,0,0,56
Country,Guatemala,1988,0,0,0,29
Country,Guatemala,1989,1,0,0,79
Country,Guatemala,1990,0,0,0,83
Country,Guatemala,1991,1,0,0,77
Country,Guatemala,1992,3,0,0,48
Country,Guatemala,1994,3,0,0,84
Country,Guatemala,1995,0,0,0,82
Country,Guatemala,1996,0,0,0,26
Country,Guatemala,1997,2,0,0,26
Country,Guatemala,1999,0,0,0,1
Country,Guatemala,2000,0,0,0,1
Country,Guatemala,2001,0,0,0,2
Country,Guatemala,2003,0,0,0,3
Country,Guatemala,2004,0,0,0,2
Country,Guatemala,2006,0,0,0,4
Country,Guatemala,2012,0,0,0,1
Country,Guatemala,2013,0,0,0,6
Country,Guinea,1980,0,0,0,2
Country,Guinea,1992,0,0,0,2
Country,Guinea,1994,0,0,0,2
Country,Guinea,1996,0,0,0,1
Country,Guinea,2000,0,37,0,12
Country,Guinea,2005,0,0,0,1
Country,Guinea,2013,0,0,0,2
Country,Guinea,2015,0,0,1,2
Country,Guinea,2016,0,0,0,1
Country,Guinea-Bissau,2001,0,0,0,1
Country,Guinea-Bissau,2003,0,1,0,1
Country,Guinea-Bissau,2005,0,0,0,4
Country,Guinea-Bissau,2006,0,0,0,1
Country,Guinea-Bissau,2009,0,0,0,1
Country,Guinea-Bissau,2012,0,0,0,1
Country,Guyana,1978,9,0,0,1
Country,Guyana,1979,0,0,0,2
Country,Guyana,1980,0,0,0,1
Country,Guyana,1981,0,0,0,1
Country,Guyana,1990,0,0,0,5
Country,Guyana,1992,0,0,0,4
Country,Guyana,1997,0,0,0,1
Country,Guyana,1998,0,0,0,2
Country,Guyana,2001,0,0,0,1
Country,Guyana,2002,0,0,0,1
Country,Guyana,2003,0,0,0,1
Country,Guyana,2006,0,0,0,2
Country,Guyana,2008,0,0,0,3
Country,Guyana,2016,0,0,0,1
Country,Haiti,1973,0,0,0,1
Country,Haiti,1974,0,0,0,2
Country,Haiti,1983,0,0,0,6
Country,Haiti,1987,0,0,0,10
Country,Haiti,1988,0,0,0,6
Country,Haiti,1989,0,0,0,3
Country,Haiti,1990,0,0,0,3
Country,Haiti,1991,0,0,0,17
Country,Haiti,1992,0,0,0,27
Country,Haiti,1994,0,0,0,27
Country,Haiti,1995,3,0,0,34
Country,Haiti,1996,0,0,0,27
Country,Haiti,1997,1,0,0,16
Country,Haiti,1998,0,0,0,1
Country,Haiti,1999,0,0,1,5
Country,Haiti,2000,0,0,0,9
Country,Haiti,2001,0,0,0,5
Country,Haiti,2002,0,0,0,2
Country,Haiti,2003,0,0,0,5
Country,Haiti,2004,0,0,0,2
Country,Haiti,2005,0,0,0,1
Country,Haiti,2006,0,0,0,1
Country,Haiti,2007,0,0,0,2
Country,Haiti,2016,0,6,0,1
Country,Honduras,1973,0,0,0,1
Country,Honduras,1979,0,0,0,6
Country,Honduras,1980,0,0,0,16
Country,Honduras,1981,2,0,0,17
Country,Honduras,1982,0,0,0,34
Country,Honduras,1983,0,0,0,29
Country,Honduras,1984,0,0,0,12
Country,Honduras,1985,0,0,0,9
Country,Honduras,1986,0,0,0,8
Country,Honduras,1987,6,0,0,20
Country,Honduras,1988,4,0,0,21
Country,Honduras,1989,10,1,1,29
Country,Honduras,1990,2,0,0,13
Country,Honduras,1991,0,0,0,21
Country,Honduras,1992,0,0,0,12
Country,Honduras,1994,0,0,0,6
Country,Honduras,1995,0,0,0,12
Country,Honduras,1996,0,0,0,19
Country,Honduras,1997,3,0,0,22
Country,Honduras,2002,0,0,0,1
Country,Honduras,2004,0,0,0,1
Country,Honduras,2009,0,0,0,8
Country,Honduras,2011,0,0,0,1
Country,Honduras,2013,0,0,0,2
Country,Honduras,2014,0,0,0,1
Country,Honduras,2016,0,0,0,1
Country,Honduras,2017,0,0,0,1
Country,Hong Kong,1980,0,0,0,1
Country,Hong Kong,1981,0,0,0,3
Country,Hong Kong,1989,0,0,0,1
Country,Hong Kong,1990,0,0,0,1
Country,Hong Kong,1991,0,0,0,1
Country,Hong Kong,1992,0,0,0,6
Country,Hong Kong,1994,0,0,0,4
Country,Hong Kong,1995,0,0,0,1
Country,Hong Kong,1996,0,0,0,3
Country,Hong Kong,2000,0,0,20,2
Country,Hong Kong,2001,0,0,0,1
Country,Hong Kong,2005,0,0,0,1
Country,Hong Kong,2008,0,0,0,1
Country,Hungary,1989,0,0,0,1
Country,Hungary,1991,0,0,0,3
Country,Hungary,1992,0,0,0,1
Country,Hungary,1994,0,0,0,2
Country,Hungary,1996,0,0,0,13
Country,Hungary,1997,0,0,0,17
Country,Hungary,1998,0,0,0,2
Country,Hungary,2001,0,0,0,1
Country,Hungary,2008,0,0,0,2
Country,Hungary,2009,0,0,0,1
Country,Hungary,2014,0,0,0,1
Country,Hungary,2015,0,0,0,1
Country,Hungary,2016,0,0,0,1
Country,Iceland,1983,0,0,0,1
Country,Iceland,1986,0,0,0,1
Country,Iceland,2012,0,0,0,1
Country,Iceland,2014,0,0,0,1
Country,India,1972,0,0,0,1
Country,India,1975,0,0,0,1
Country,India,1976,0,0,0,1
Country,India,1977,0,0,0,1
Country,India,1979,0,0,0,20
Country,India,1980,0,0,0,10
Country,India,1981,0,0,0,16
Country,India,1982,0,7,0,13
Country,India,1983,0,1,0,47
Country,India,1984,0,1,0,159
Country,India,1985,0,0,0,39
Country,India,1986,0,0,0,96
Country,India,1987,0,3,0,166
Country,India,1988,0,0,0,358
Country,India,1989,0,0,0,324
Country,India,1990,0,0,0,349
Country,India,1991,0,1,0,339
Country,India,1992,0,0,0,237
Country,India,1994,0,0,0,107
Country,India,1995,0,10,0,179
Country,India,1996,0,5,0,213
Country,India,1997,0,0,0,193
Country,India,1998,0,18,0,61
Country,India,1999,0,33,3,112
Country,India,2000,0,21,1,180
Country,India,2001,7,50,1,234
Country,India,2002,0,29,0,184
Country,India,2003,0,19,0,196
Country,India,2004,0,13,0,108
Country,India,2005,0,27,0,146
Country,India,2006,5,15,1,167
Country,India,2007,0,13,0,149
Country,India,2008,22,93,6,534
Country,India,2009,0,108,11,672
Country,India,2010,0,42,25,663
Country,India,2011,0,85,65,645
Country,India,2012,0,15,3,611
Country,India,2013,0,33,10,694
Country,India,2014,0,60,26,860
Country,India,2015,0,81,20,884
Country,India,2016,0,81,8,1025
Country,India,2017,0,69,9,966
Country,Indonesia,1977,1,0,0,1
Country,Indonesia,1978,0,0,0,2
Country,Indonesia,1981,0,4,0,1
Country,Indonesia,1984,0,0,0,2
Country,Indonesia,1985,0,0,0,2
Country,Indonesia,1986,0,0,0,4
Country,Indonesia,1989,0,0,0,2
Country,Indonesia,1990,0,0,0,3
Country,Indonesia,1991,0,0,0,7
Country,Indonesia,1992,0,0,0,4
Country,Indonesia,1994,0,0,0,5
Country,Indonesia,1995,0,0,0,24
Country,Indonesia,1996,0,0,0,65
Country,Indonesia,1997,0,0,0,27
Country,Indonesia,1998,0,0,0,3
Country,Indonesia,1999,0,3,3,60
Country,Indonesia,2000,0,35,2,101
Country,Indonesia,2001,9,12,10,105
Country,Indonesia,2002,6,7,0,43
Country,Indonesia,2003,2,2,0,18
Country,Indonesia,2004,0,1,0,17
Country,Indonesia,2005,7,5,0,15
Country,Indonesia,2006,0,2,1,10
Country,Indonesia,2007,0,0,0,2
Country,Indonesia,2008,0,0,0,13
Country,Indonesia,2009,7,2,0,19
Country,Indonesia,2010,0,0,0,4
Country,Indonesia,2011,0,2,0,21
Country,Indonesia,2012,0,0,0,39
Country,Indonesia,2013,0,2,1,32
Country,Indonesia,2014,0,6,1,35
Country,Indonesia,2015,0,2,13,29
Country,Indonesia,2016,0,7,1,19
Country,Indonesia,2017,0,13,1,27
Country,International,2002,0,0,0,1
Country,Iran,1970,0,0,0,5
Country,Iran,1971,0,0,0,11
Country,Iran,1972,0,0,0,15
Country,Iran,1973,0,0,0,4
Country,Iran,1974,0,0,0,11
Country,Iran,1975,0,0,0,13
Country,Iran,1976,0,0,0,4
Country,Iran,1977,0,0,0,5
Country,Iran,1978,10,0,0,27
Country,Iran,1979,0,0,1,82
Country,Iran,1980,0,0,0,67
Country,Iran,1981,0,2,2,108
Country,Iran,1982,0,1,0,26
Country,Iran,1983,0,0,0,10
Country,Iran,1984,0,1,0,17
Country,Iran,1985,0,1,0,3
Country,Iran,1986,0,0,0,6
Country,Iran,1987,0,0,0,1
Country,Iran,1988,0,0,0,6
Country,Iran,1989,0,0,0,6
Country,Iran,1990,0,0,0,11
Country,Iran,1991,0,0,0,9
Country,Iran,1992,0,0,0,16
Country,Iran,1994,0,0,0,43
Country,Iran,1995,0,0,0,8
Country,Iran,1996,0,0,0,3
Country,Iran,1998,0,0,0,5
Country,Iran,1999,0,3,0,8
Country,Iran,2000,0,0,0,15
Country,Iran,2001,0,0,0,4
Country,Iran,2003,0,0,0,2
Country,Iran,2005,0,0,0,5
Country,Iran,2006,0,0,0,14
Country,Iran,2007,0,2,2,9
Country,Iran,2008,0,1,0,8
Country,Iran,2009,0,12,0,15
Country,Iran,2010,0,3,0,14
Country,Iran,2011,0,0,0,13
Country,Iran,2012,0,1,0,5
Country,Iran,2013,0,1,0,11
Country,Iran,2014,0,0,0,9
Country,Iran,2015,0,3,0,9
Country,Iran,2016,0,5,0,10
Country,Iran,2017,0,7,2,11
Country,Iraq,1975,0,0,1,1
Country,Iraq,1976,0,0,0,3
Country,Iraq,1979,0,0,0,2
Country,Iraq,1980,0,4,0,6
Country,Iraq,1981,0,0,0,3
Country,Iraq,1982,0,0,0,5
Country,Iraq,1983,0,0,0,3
Country,Iraq,1984,0,0,0,2
Country,Iraq,1987,0,0,0,3
Country,Iraq,1988,0,0,0,4
Country,Iraq,1989,0,0,0,4
Country,Iraq,1991,0,0,0,3
Country,Iraq,1992,0,0,0,35
Country,Iraq,1994,0,0,0,18
Country,Iraq,1995,0,0,0,17
Country,Iraq,1996,0,0,0,12
Country,Iraq,1997,0,0,0,21
Country,Iraq,1998,0,0,0,7
Country,Iraq,1999,0,1,0,12
Country,Iraq,2000,0,1,0,10
Country,Iraq,2001,0,0,0,3
Country,Iraq,2002,0,3,1,6
Country,Iraq,2003,68,30,1,102
Country,Iraq,2004,226,116,17,323
Country,Iraq,2005,46,194,3,617
Country,Iraq,2006,9,148,40,838
Country,Iraq,2007,9,359,17,1047
Country,Iraq,2008,25,184,3,1106
Country,Iraq,2009,6,65,0,1137
Country,Iraq,2010,5,66,0,1179
Country,Iraq,2011,20,64,2,1308
Country,Iraq,2012,0,124,3,1437
Country,Iraq,2013,0,482,36,2852
Country,Iraq,2014,0,1681,83,3933
Country,Iraq,2015,2,2294,383,2751
Country,Iraq,2016,3,3949,191,3360
Country,Iraq,2017,1,2501,65,2466
Country,Ireland,1970,0,0,0,1
Country,Ireland,1971,0,0,0,1
Country,Ireland,1972,0,0,0,5
Country,Ireland,1973,0,0,0,3
Country,Ireland,1974,0,0,0,3
Country,Ireland,1975,0,0,0,7
Country,Ireland,1976,0,0,0,5
Country,Ireland,1977,0,0,0,3
Country,Ireland,1978,0,0,0,3
Country,Ireland,1979,0,0,0,8
Country,Ireland,1980,0,0,0,7
Country,Ireland,1981,0,0,0,5
Country,Ireland,1982,0,1,0,4
Country,Ireland,1983,0,0,0,4
Country,Ireland,1984,0,0,0,1
Country,Ireland,1985,0,0,0,2
Country,Ireland,1986,0,0,0,2
Country,Ireland,1987,0,0,0,24
Country,Ireland,1989,0,0,0,3
Country,Ireland,1990,0,0,0,2
Country,Ireland,1991,0,0,0,16
Country,Ireland,1992,0,0,0,7
Country,Ireland,1994,0,0,0,10
Country,Ireland,1995,0,0,0,3
Country,Ireland,1996,0,0,0,1
Country,Ireland,1997,0,0,0,4
Country,Ireland,1998,0,1,0,3
Country,Ireland,1999,0,0,0,3
Country,Ireland,2001,0,0,0,2
Country,Ireland,2003,0,0,0,1
Country,Ireland,2006,0,0,0,1
Country,Ireland,2007,0,0,0,1
Country,Ireland,2008,0,0,0,5
Country,Ireland,2010,0,0,0,4
Country,Ireland,2011,0,1,0,4
Country,Ireland,2012,0,0,0,29
Country,Ireland,2013,0,0,0,27
Country,Ireland,2014,0,0,0,33
Country,Ireland,2015,0,0,0,28
Country,Ireland,2016,0,0,0,15
Country,Ireland,2017,0,0,0,17
Country,Israel,1971,0,0,0,1
Country,Israel,1972,0,0,0,15
Country,Israel,1973,0,0,0,1
Country,Israel,1974,0,13,0,12
Country,Israel,1975,0,0,0,2
Country,Israel,1976,0,0,0,2
Country,Israel,1977,0,0,0,6
Country,Israel,1978,0,9,0,23
Country,Israel,1979,0,9,2,130
Country,Israel,1980,0,0,0,79
Country,Israel,1981,0,0,0,36
Country,Israel,1982,0,0,0,71
Country,Israel,1983,0,0,0,31
Country,Israel,1984,0,3,0,25
Country,Israel,1985,0,0,0,21
Country,Israel,1986,1,0,0,48
Country,Israel,1987,0,0,0,23
Country,Israel,1988,0,0,0,35
Country,Israel,1989,7,0,0,87
Country,Israel,1990,0,3,2,98
Country,Israel,1991,1,1,1,64
Country,Israel,1992,0,0,1,78
Country,Israel,1994,1,1,0,55
Country,Israel,1995,0,2,0,13
Country,Israel,1996,3,0,0,19
Country,Israel,1997,0,1,0,13
Country,Israel,1998,0,2,1,14
Country,Israel,1999,0,4,0,8
Country,Israel,2000,0,0,0,15
Country,Israel,2001,1,30,2,79
Country,Israel,2002,4,65,5,75
Country,Israel,2003,0,22,0,38
Country,Israel,2004,0,12,0,19
Country,Israel,2005,1,10,0,43
Country,Israel,2006,1,13,0,81
Country,Israel,2007,0,12,0,53
Country,Israel,2008,0,9,0,134
Country,Israel,2009,0,1,0,36
Country,Israel,2010,0,1,0,14
Country,Israel,2011,0,1,0,51
Country,Israel,2012,0,6,0,65
Country,Israel,2013,0,0,0,37
Country,Israel,2014,3,16,1,293
Country,Israel,2015,0,12,15,58
Country,Israel,2016,0,9,2,50
Country,Israel,2017,0,1,0,32
Country,Italy,1970,0,0,0,3
Country,Italy,1971,0,0,0,3
Country,Italy,1972,0,1,0,4
Country,Italy,1973,51,0,0,15
Country,Italy,1974,0,0,0,22
Country,Italy,1975,0,0,0,7
Country,Italy,1976,0,0,0,173
Country,Italy,1977,0,0,0,308
Country,Italy,1978,0,0,0,277
Country,Italy,1979,0,1,0,209
Country,Italy,1980,0,0,1,110
Country,Italy,1981,0,0,0,69
Country,Italy,1982,0,0,0,23
Country,Italy,1983,0,0,0,7
Country,Italy,1984,0,2,0,14
Country,Italy,1985,13,3,0,11
Country,Italy,1986,0,0,0,7
Country,Italy,1987,0,0,0,14
Country,Italy,1988,4,0,0,29
Country,Italy,1989,0,0,0,15
Country,Italy,1990,0,0,0,6
Country,Italy,1991,0,0,0,31
Country,Italy,1992,0,0,0,37
Country,Italy,1994,0,0,0,18
Country,Italy,1995,0,0,0,1
Country,Italy,1996,0,0,0,8
Country,Italy,1997,0,0,0,8
Country,Italy,1998,0,0,0,6
Country,Italy,1999,0,0,0,7
Country,Italy,2000,0,0,1,8
Country,Italy,2001,0,0,0,11
Country,Italy,2002,0,0,0,7
Country,Italy,2003,0,0,0,15
Country,Italy,2004,0,1,0,3
Country,Italy,2005,0,0,0,6
Country,Italy,2006,0,0,0,4
Country,Italy,2008,0,0,0,2
Country,Italy,2009,0,0,1,4
Country,Italy,2010,0,0,0,10
Country,Italy,2011,0,0,0,5
Country,Italy,2012,0,0,0,10
Country,Italy,2013,0,0,0,7
Country,Italy,2014,0,0,0,7
Country,Italy,2015,0,0,0,5
Country,Italy,2016,0,1,0,11
Country,Italy,2017,0,0,0,8
Country,Ivory Coast,1992,0,0,0,3
Country,Ivory Coast,1994,0,1,0,2
Country,Ivory Coast,1995,0,0,0,7
Country,Ivory Coast,1996,0,0,0,2
Country,Ivory Coast,1997,0,0,0,1
Country,Ivory Coast,2000,0,0,0,2
Country,Ivory Coast,2001,0,10,0,1
Country,Ivory Coast,2002,0,0,0,1
Country,Ivory Coast,2004,0,0,0,1
Country,Ivory Coast,2005,0,0,0,1
Country,Ivory Coast,2006,0,7,0,3
Country,Ivory Coast,2007,0,0,0,1
Country,Ivory Coast,2010,0,0,0,7
Country,Ivory Coast,2011,0,0,0,3
Country,Ivory Coast,2012,0,7,0,16
Country,Ivory Coast,2013,0,0,0,4
Country,Ivory Coast,2014,0,0,0,1
Country,Ivory Coast,2015,0,5,0,4
Country,Ivory Coast,2016,0,3,0,1
Country,Ivory Coast,2017,0,3,0,13
Country,Jamaica,1974,0,0,0,2
Country,Jamaica,1976,0,0,0,1
Country,Jamaica,1979,0,0,0,2
Country,Jamaica,1980,0,0,1,6
Country,Jamaica,1981,0,0,0,1
Country,Jamaica,1986,0,0,0,1
Country,Jamaica,1991,0,0,0,1
Country,Jamaica,1992,0,0,0,6
Country,Jamaica,1994,0,0,0,2
Country,Jamaica,1995,0,0,0,1
Country,Jamaica,1996,0,0,0,1
Country,Jamaica,1997,0,0,0,8
Country,Jamaica,2007,0,0,0,1
Country,Jamaica,2014,0,0,1,1
Country,Jamaica,2017,0,0,0,2
Country,Japan,1970,0,0,0,2
Country,Japan,1973,0,0,0,2
Country,Japan,1974,0,0,0,3
Country,Japan,1975,0,0,0,12
Country,Japan,1976,0,0,0,1
Country,Japan,1977,0,0,0,4
Country,Japan,1978,0,0,0,35
Country,Japan,1979,0,0,0,16
Country,Japan,1981,0,0,0,1
Country,Japan,1982,0,0,0,2
Country,Japan,1983,0,0,0,12
Country,Japan,1984,0,0,0,15
Country,Japan,1985,0,0,0,10
Country,Japan,1986,0,0,0,10
Country,Japan,1987,0,0,0,10
Country,Japan,1988,0,0,0,16
Country,Japan,1989,0,0,0,13
Country,Japan,1990,0,0,0,93
Country,Japan,1991,0,0,0,19
Country,Japan,1992,0,0,0,40
Country,Japan,1994,0,0,0,9
Country,Japan,1995,3,0,0,20
Country,Japan,1996,0,0,0,8
Country,Japan,1997,0,0,0,5
Country,Japan,1998,0,0,0,1
Country,Japan,1999,0,0,0,2
Country,Japan,2000,0,0,0,13
Country,Japan,2001,0,0,0,3
Country,Japan,2002,0,0,0,2
Country,Japan,2003,0,0,0,2
Country,Japan,2008,0,0,0,3
Country,Japan,2009,0,0,0,1
Country,Japan,2013,0,0,0,1
Country,Japan,2014,0,0,0,5
Country,Japan,2015,0,0,0,10
Country,Japan,2016,0,0,0,1
Country,Jordan,1970,0,0,0,9
Country,Jordan,1971,0,0,0,5
Country,Jordan,1972,0,2,0,7
Country,Jordan,1973,0,0,0,1
Country,Jordan,1976,0,0,0,1
Country,Jordan,1980,0,0,0,1
Country,Jordan,1981,0,0,0,2
Country,Jordan,1982,0,0,0,1
Country,Jordan,1983,0,0,0,7
Country,Jordan,1984,0,0,0,5
Country,Jordan,1988,0,0,0,1
Country,Jordan,1990,0,0,0,3
Country,Jordan,1991,0,0,0,11
Country,Jordan,1992,0,0,0,2
Country,Jordan,1994,0,0,0,6
Country,Jordan,1995,0,0,0,3
Country,Jordan,1996,0,0,0,2
Country,Jordan,1997,0,0,0,3
Country,Jordan,1998,0,0,0,1
Country,Jordan,1999,0,0,1,2
Country,Jordan,2000,0,0,0,2
Country,Jordan,2001,0,0,0,2
Country,Jordan,2002,0,0,0,2
Country,Jordan,2005,0,4,0,4
Country,Jordan,2006,0,0,0,1
Country,Jordan,2010,0,0,0,2
Country,Jordan,2012,0,1,4,2
Country,Jordan,2013,0,0,0,1
Country,Jordan,2014,0,0,7,3
Country,Jordan,2015,2,1,0,4
Country,Jordan,2016,0,6,1,9
Country,Jordan,2017,0,3,0,8
Country,Kazakhstan,1992,0,0,0,5
Country,Kazakhstan,1994,0,0,0,1
Country,Kazakhstan,1997,0,0,0,2
Country,Kazakhstan,2000,0,0,0,1
Country,Kazakhstan,2001,0,0,0,1
Country,Kazakhstan,2008,0,0,0,1
Country,Kazakhstan,2011,0,3,0,5
Country,Kazakhstan,2012,0,0,0,4
Country,Kazakhstan,2013,0,0,0,4
Country,Kazakhstan,2016,0,4,1,3
Country,Kenya,1975,0,0,0,4
Country,Kenya,1976,0,0,0,2
Country,Kenya,1978,0,0,0,1
Country,Kenya,1980,0,0,0,1
Country,Kenya,1989,0,0,0,4
Country,Kenya,1991,0,0,0,5
Country,Kenya,1992,2,0,0,30
Country,Kenya,1994,0,0,0,5
Country,Kenya,1995,0,0,0,4
Country,Kenya,1996,0,0,0,3
Country,Kenya,1997,0,0,0,17
Country,Kenya,1998,0,1,0,2
Country,Kenya,2000,0,2,0,4
Country,Kenya,2001,0,0,0,7
Country,Kenya,2002,0,3,0,2
Country,Kenya,2003,0,0,0,2
Country,Kenya,2005,0,0,0,2
Country,Kenya,2006,0,0,0,2
Country,Kenya,2007,0,1,0,12
Country,Kenya,2008,0,0,0,11
Country,Kenya,2009,0,0,0,1
Country,Kenya,2010,0,1,0,12
Country,Kenya,2011,0,2,0,42
Country,Kenya,2012,0,5,3,80
Country,Kenya,2013,5,18,1,80
Country,Kenya,2014,0,25,2,115
Country,Kenya,2015,0,36,1,71
Country,Kenya,2016,0,15,2,65
Country,Kenya,2017,0,6,2,97
Country,Kosovo,1999,0,1,1,39
Country,Kosovo,2000,1,0,0,60
Country,Kosovo,2001,0,0,0,17
Country,Kosovo,2002,0,0,0,5
Country,Kosovo,2003,0,0,0,9
